Table 1
NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,PRASEKOLAH,PKHAS
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1111,SEKOLAH MENENGAH KEBANGSAAN PANGKALAN TLDM,PANGKALAN TLDM LUMUT,32100,LUMUT,056835848,056833601,AEA1111@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1112,SEKOLAH MENENGAH KEBANGSAAN BATU SEPULUH,LEKIR,32020,SITIAWAN,056798310,056798314,AEA1112@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1113,SEKOLAH MENENGAH KEBANGSAAN PANTAI REMIS,JALAN TAMAN BINTANG,34900,PANTAI REMIS,056775484,056779400,AEA1113@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1114,SEKOLAH MENENGAH KEBANGSAAN SERI SAMUDERA,MANJUNG RAYA,32040,SERI MANJUNG,056882140,056882161,AEA1114@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1115,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT BERUAS,JALAN TAIPING,32700,BERUAS,056749655,056748240,AEA1115@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD MANJUNG,SM Kebangsaan,AEA1116,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' SERI KAMARUDDIN,SERI MANJUNG,32040,SERI MANJUNG,056881332,056881394,AEA1116@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2041,SEKOLAH MENENGAH KEBANGSAAN RAJA CHULAN,JALAN DAIRY,31400,IPOH,055457082,055456289,AEA2041@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2043,SEKOLAH MENENGAH KEBANGSAAN JALAN PASIR PUTEH,JALAN PASIR PUTEH,31650,IPOH,052530520,052557442,AEA2043@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2044,SEKOLAH MENENGAH KEBANGSAAN GUNUNG RAPAT,JLN TEOH KIM SWEE,31350,IPOH,053122855,053132067,AEA2044@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2045,SEKOLAH MENENGAH KEBANGSAAN RAJA PERMAISURI BAINUN,"JALAN INTAN, KAMPUNG DATO' AHMAD SAID",30020,IPOH,055267522,055265334,AEA2045@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2046,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ. MOHD TAIB,JALAN SEKOLAH,31200,CHEMOR,052011808,052014029,AEA2046@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2047,SEKOLAH MENENGAH KEBANGSAAN SERI KELEDANG,PERSIARAN KELEDANG TIMUR 2,31450,MENGLEMBU,052813240,052823433,AEA2047@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2048,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' AHMAD SAID,LEBUH RAJAWALI,30020,IPOH,055270020,055282218,AEA2048@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2049,SEKOLAH MENENGAH KEBANGSAAN KG PASIR PUTEH,JALAN PENGKALAN BARAT 18,31650,IPOH,053225150,053221615,AEA2049@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2050,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,JALAN GUNUNG RAPAT,31350,IPOH,053130929,053130929,AEA2050@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2051,SEKOLAH MENENGAH KEBANGSAAN JALAN TASEK,"JALAN SULTAN AZLAN SHAH (U), TAMAN TASEK INDRA",31400,IPOH,055497606,055450058,AEA2051@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2052,SEKOLAH MENENGAH KEBANGSAAN SIMPANG PULAI,TAMAN BANDAR PULAI JAYA,31300,KG. KEPAYANG,053575627,053576516,AEA2052@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2053,SEKOLAH MENENGAH KEBANGSAAN LAHAT,"PERSIARAN LAHAT BARU 6,  BANDAR LAHAT BARU",31500,LAHAT,053228995,053235041,AEA2053@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2054,SEKOLAH MENENGAH KEBANGSAAN TASEK DAMAI,JALAN TAWAS BARU UTARA,30010,IPOH,052917200,052921275,AEA2054@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2055,SEKOLAH MENENGAH KEBANGSAAN TANJONG RAMBUTAN,JALAN CHEMOR,31250,TANJONG RAMBUTAN,055336770,055331722,AEA2055@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2056,SEKOLAH MENENGAH KEBANGSAAN JELAPANG JAYA,JELAPANG,30020,IPOH,055282149,055282148,AEA2056@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2057,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN,TAMAN PINJI MEWAH,31500,LAHAT,053288201,053288202,AEA2057@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2058,SEKOLAH MENENGAH KEBANGSAAN BERCHAM,HALA TASEK TIMUR 32,31400,IPOH,055461962,055462177,AEA2058@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2059,SEKOLAH MENENGAH KEBANGSAAN PUSING,LEBUHRAYA EKSPRES IPOH LUMUT,31000,BATU GAJAH,052883955,052884801,AEA2059@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2060,SEKOLAH MENENGAH KEBANGSAAN BUNTONG,"PERSIARAN RISHAH (S) 1/1B, DESA RISHAH",30100,IPOH,052823242,052828242,AEA2060@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2061,SEKOLAH MENENGAH KEBANGSAAN WIRA JAYA,HALAMAN AMPANG MEWAH,31350,IPOH,053114339,053114270,AEA2061@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2062,SEKOLAH MENENGAH KEBANGSAAN JATI,TAMAN JATI,30020,IPOH,055265082,055265062,AEA2062@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2063,SEKOLAH MENENGAH KEBANGSAAN PINJI,JALAN PERSIARAN BUNGA RAYA,31650,IPOH,053221523,053213609,AEA2063@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2065,SEKOLAH MENENGAH KEBANGSAAN RAPAT SETIA,"JALAN TENAGA, RAPAT SETIA",31350,IPOH,053113385,053127284,AEA2065@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2066,SEKOLAH MENENGAH KEBANGSAAN TAMBUN,"JALAN TANJUNG RAMBUTAN, TAMBUN",31400,IPOH,055424841,055424842,AEA2066@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2067,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU PUTRA,"PERSIARAN PUTRA 9, BANDAR BARU PUTRA",31400,IPOH,055336437,055336470,AEA2067@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KINTA UTARA,SM Kebangsaan,AEA2302,SEKOLAH MENENGAH KEBANGSAAN ULU KINTA,JALAN PASUKAN POLIS HUTAN,31150,ULU KINTA,055331363,055330445,AEA2302@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3038,SEKOLAH MENENGAH KEBANGSAAN PANGLIMA BUKIT GANTANG,JALAN SEKOLAH,34200,PARIT BUNTAR,057161161,057175322,AEA3038@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3039,SEKOLAH MENENGAH KEBANGSAAN SRI PERAK,JALAN ASUHAN,34200,PARIT BUNTAR,057161136,057176989,AEA3039@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3040,SEKOLAH MENENGAH KEBANGSAAN ALANG ISKANDAR,JALAN KURAU,34300,BAGAN SERAI,057210346,057216970,AEA3040@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3041,SEKOLAH MENENGAH KEBANGSAAN ALOR PONGSU,ALOR PONGSU,34300,BAGAN SERAI,057216957,057217539,AEA3041@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3086,SEKOLAH MENENGAH KEBANGSAAN RAJA LOPE NOR RASHID,JALAN BAWAH,34250,TANJONG PIANDANG,057256269,057250268,AEA3086@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3087,SEKOLAH MENENGAH KEBANGSAAN KUALA KURAU,JALAN PANTAI KUALA KURAU,34350,KUALA KURAU,057277651,057279636,AEA3087@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3088,SEKOLAH MENENGAH KEBANGSAAN ABU BAKAR AL-BAQIR,SUNGAI GEDONG,34300,BAGAN SERAI,057217518,057218458,AEA3088@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3089,SEKOLAH MENENGAH KEBANGSAAN GUNUNG SEMANGGOL,TEBUK PANCHUR,34400,SIMPANG EMPAT SEMANGGOL,058921110,058921111,AEA3089@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3090,SEKOLAH MENENGAH KEBANGSAAN PEKAN BARU,"JALAN MERBOK, TAMAN PEKAN BARU",34200,PARIT BUNTAR,057164277,057165260,AEA3090@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KRIAN,SM Kebangsaan,AEA3091,SEKOLAH MENENGAH KEBANGSAAN SELINSING,SIMPANG EMPAT,34400,SEMANGGOL,058901971,058901769,AEA3091@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4082,SEKOLAH MENENGAH KEBANGSAAN BUKIT MERCHU,JALAN SULTAN ISKANDAR SHAH,33000,KUALA KANGSAR,057731140,057731144,AEA4082@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4083,SEKOLAH MENENGAH KEBANGSAAN TEMENGGONG,KATI,33020,KUALA KANGSAR,057523210,057521946,AEA4083@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4085,SEKOLAH MENENGAH KEBANGSAAN TOH MUDA ABDUL AZIZ SUNGAI SIPUT (U),JALAN SENTOSA,31100,SUNGAI SIPUT (U),055951370,055951371,AEA4085@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4086,SEKOLAH MENENGAH KEBANGSAAN SIMPANG BELURU,ENGGOR,33600,KUALA KANGSAR,057731131,057731132,AEA4086@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4087,SEKOLAH MENENGAH KEBANGSAAN MUHIBBAH,SIMPANG JALONG,31100,SUNGAI SIPUT (U),055951350,055951351,AEA4087@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4131,SEKOLAH MENENGAH KEBANGSAAN RLKT LASAH,FELDA LASAH,31120,SUNGAI SIPUT (U),055918182,055911037,AEA4131@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4141,SEKOLAH MENENGAH KEBANGSAAN SAYONG,JALAN PARIT - SAYONG,33040,KUALA KANGSAR,057731121,057731120,AEA4141@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD KUALA KANGSAR,SM Kebangsaan,AEA4142,SEKOLAH MENENGAH KEBANGSAAN BAWONG,KAMPUNG BAWONG,31100,SUNGAI SIPUT (U),055911152,055911148,AEA4142@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5072,SEKOLAH MENENGAH KEBANGSAAN SUNGAI MANIK,SUNGAI MANIK,36000,TELUK INTAN,056221825,056214410,AEA5072@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5073,SEKOLAH MENENGAH KEBANGSAAN SERI PERAK,JALAN CHANGKAT JONG,36000,TELUK INTAN,056221707,056227573,AEA5073@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5074,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDULLAH,BATU 11 1/2 JALAN CHENDERONG BALAI,36600,CHENDERONG BALAI,056511835,056511260,AEA5074@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5078,SEKOLAH MENENGAH KEBANGSAAN ABDUL RAHMAN TALIB,JALAN CHANGKAT JONG,36000,TELUK INTAN,056216070,056232826,AEA5078@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5079,SEKOLAH MENENGAH KEBANGSAAN SERI SETIA,JALAN PADANG TEMBAK,36000,TELUK INTAN,056225628,056236148,AEA5079@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5080,SEKOLAH MENENGAH KEBANGSAAN SERI KANDI,JALAN PADANG TEMBAK,36000,TELUK INTAN,056221667,056237521,AEA5080@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HILIR PERAK,SM Kebangsaan,AEA5081,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG BAHAGIA,"KM 7, JALAN SUNGAI MANIK",36000,TELUK INTAN,TIADA,TIADA,--,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6048,SEKOLAH MENENGAH KEBANGSAAN DOKTOR BURHANUDDIN,"NO 58, JALAN RAJA SULONG, KG BOYAN",34000,TAIPING,058072213,058072842,AEA6048@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6049,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BAYOR,SIMPANG TIGA,34140,RANTAU PANJANG,058394580,058394580,AEA6049@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Berasrama Penuh,AEA6050,SEKOLAH MENENGAH SAINS RAJA TUN AZLAN SHAH,PETI SURAT 79,34000,TAIPING,058083020,058062576,AEA6050@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6051,SEKOLAH MENENGAH KEBANGSAAN SIMPANG,JALAN MATANG,34700,SIMPANG,058471144,058483615,AEA6051@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6052,SEKOLAH MENENGAH KEBANGSAAN KAMUNTING,JLN KG EXPO,34600,KAMUNTING,058913723,058913741,AEA6052@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6053,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN AHMAD RASDI,JALAN TRONG,34850,CHANGKAT JERING,058552661,058554429,AEA6053@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6054,SEKOLAH MENENGAH KEBANGSAAN JELAI,"JALAN BESAR, JELAI",34520,BATU KURAU,058881627,058881323,AEA6054@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6055,SEKOLAH MENENGAH KEBANGSAAN TAMAN TASIK,PETI 50,34000,TAIPING,058085181,058053673,AEA6055@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6056,SEKOLAH MENENGAH KEBANGSAAN BUKIT JANA,JALAN BATU 4 1/2,34600,KAMUNTING,058839230,058837139,AEA6056@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6057,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG JAMBU,JALAN CONVENT,34000,TAIPING,058075350,058075371,AEA6057@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6058,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN AUR,JALAN AIR KUNING CHANGKAT JERING,34850,TAIPING,058554009,058553752,AEA6058@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6059,SEKOLAH MENENGAH KEBANGSAAN TAMAN PANGLIMA,ASSAM KUMBANG,34000,TAIPING,058069786,058078498,AEA6059@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6060,SEKOLAH MENENGAH KEBANGSAAN KUBU GAJAH,JALAN TAIPING,34130,SELAMA,058391913,058391913,AEA6060@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6061,SEKOLAH MENENGAH KEBANGSAAN MATANG,JALAN MATANG,34750,MATANG,058476877,058476355,AEA6061@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6062,SEKOLAH MENENGAH KEBANGSAAN KLIAN PAUH,JALAN LUMBA KUDA,34000,TAIPING,058073970,058060187,AEA6062@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6063,SEKOLAH MENENGAH KEBANGSAAN TOH JOHAN,TRONG,34800,TRONG,058577081,058577040,AEA6063@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6158,SEKOLAH MENENGAH KEBANGSAAN REDANG PANJANG,IJOK,34510,BATU KURAU,058801385,058801385,AEA6158@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6159,SEKOLAH MENENGAH KEBANGSAAN KAMPONG PERAK,KG PERAK,34500,BATU KURAU,058880460,058880671,AEA6159@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD LARUT/MATANG/SELAMA,SM Kebangsaan,AEA6160,SEKOLAH MENENGAH KEBANGSAAN KAMUNTING BAKTI,KAMUNTING,34600,KAMUNTING,058912353,058912597,AEA6160@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7001,SEKOLAH MENENGAH KEBANGSAAN TAN SRI ABDUL AZIZ,JLN. ALANG ISKANDAR,33400,LENGGONG,057691111,057691112,AEA7001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7002,SEKOLAH MENENGAH KEBANGSAAN BERSIA (FELDA),FELDA BERSIA,33320,GERIK,057911526,057912452,AEA7002@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7003,SEKOLAH MENENGAH KEBANGSAAN SULTAN AZLAN SHAH,KAMPUNG CHANGKAT BERANGAN,33400,LENGGONG,057691210,057691212,AEA7003@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7004,SEKOLAH MENENGAH KEBANGSAAN DATO SERI WAN MOHAMED,KG PLANG,33310,GERIK,057915644,057913380,AEA7004@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7005,SEKOLAH MENENGAH KEBANGSAAN KENERING,KG LAWIN,33300,GERIK,057911821,057912391,AEA7005@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7006,SEKOLAH MENENGAH KEBANGSAAN GERIK,JALAN KUALA KENDERONG,33300,GERIK,057912300,057912400,AEA7006@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7007,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN HULU,JALAN KOMPLEKS GURU,33100,PENGKALAN HULU,044770744,044778900,AEA7007@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7008,SEKOLAH MENENGAH KEBANGSAAN BATU 4,JALAN KUALA RUI,33300,GERIK,057914201,057911676,AEA7008@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD HULU PERAK,SM Kebangsaan,AEA7009,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,JALAN BUKIT NASAH,33300,GERIK,057918006,057917663,AEA7009@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8001,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUHAMMAD SHAH,JALAN PADANG BOLA,32800,PARIT,053778236,053778236,AEA8001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8002,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUZAFAR SHAH 1,LAMBOR KANAN,32600,BOTA,053761377,053762275,AEA8002@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8003,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL JALIL SHAH,SEBERANG PERAK,36000,TELUK INTAN,056553954,056551942,AEA8003@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PERAK,PPD PERAK TENGAH,SM Kebangsaan,AEA8004,SEKOLAH MENENGAH KEBANGSAAN LAYANG-LAYANG KIRI,LAYANG-LAYANG KIRI,32800,PARIT,053761125,053761449,AEA8004@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
